,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
84576,5,1533,0,-1,     RECORD               SBDLD032-MAP-RCRD                        VER     1 D  PREFIX W032-,SBDLD032-MAP-RCRD,PREFIX,W032-
84606,5,1534,0,-1,     RECORD               SBDLD041-MAPWORK                         VER     1 D  PREFIX W076-,SBDLD041-MAPWORK,PREFIX,W076-
84693,5,1535,0,-1,     RECORD               SBDLD061-MAPWORK                         VER     1 D  PREFIX W047-,SBDLD061-MAPWORK,PREFIX,W047-
84714,5,1536,0,-1,     RECORD               SBDLD101-WORK-REC                        VER     1 D  PREFIX X023-,SBDLD101-WORK-REC,PREFIX,X023-
84736,5,1537,0,-1,     RECORD               SBDLD121-MAPWORK                         VER     1 D  PREFIX W065-,SBDLD121-MAPWORK,PREFIX,W065-
84799,5,1538,0,-1,     RECORD               SBDLD121-MAPWORK-REC                     VER     1 D  PREFIX W121-,SBDLD121-MAPWORK-REC,PREFIX,W121-
84811,5,1539,0,-1,     RECORD               SBDLD141-MAPWORK                         VER     1 D  PREFIX W067-,SBDLD141-MAPWORK,PREFIX,W067-
84845,5,1540,0,-1,     RECORD               SBDLD161-MAPWORK                         VER     1 D  PREFIX W046-,SBDLD161-MAPWORK,PREFIX,W046-
84866,5,1541,0,-1,     RECORD               SBDLD221-MAPWORK                         VER     1 D  PREFIX W093-,SBDLD221-MAPWORK,PREFIX,W093-
84881,5,1542,0,-1,     RECORD               SBDLD221-WORKAREA                        VER     1 D  PREFIX W092-,SBDLD221-WORKAREA,PREFIX,W092-
84904,5,1543,0,-1,     RECORD               SBDLD241-MAPWORK                         VER     1 D  PREFIX W075-,SBDLD241-MAPWORK,PREFIX,W075-
84961,5,1544,0,-1,     RECORD               SBDLD241-WORKAREA                        VER     1 D  PREFIX W102-,SBDLD241-WORKAREA,PREFIX,W102-
84981,5,1545,0,-1,     RECORD               SBDLD261-MAPWORK-RCRD                    VER     1 D  PREFIX W261-,SBDLD261-MAPWORK-RCRD,PREFIX,W261-
85024,5,1546,0,-1,     RECORD               SBDLD261-RA-OBLGN-RCRD                   VER     1 D  PREFIX X261-,SBDLD261-RA-OBLGN-RCRD,PREFIX,X261-
85040,5,1547,0,-1,     RECORD               SBDLD262-MAPWORK-RCRD                    VER     1 D  PREFIX W262-,SBDLD262-MAPWORK-RCRD,PREFIX,W262-
85088,5,1548,0,-1,     RECORD               SBDLD381-WORKAREA                        VER     1 D  PREFIX W112-,SBDLD381-WORKAREA,PREFIX,W112-
85121,5,1549,0,-1,     RECORD               SBDLD400-MAPWORK-RCRD                    VER     1 D  PREFIX W400-,SBDLD400-MAPWORK-RCRD,PREFIX,W400-
85203,5,1550,0,-1,     RECORD               SBDLD470-MAPWORK-RCRD                    VER     1 D,SBDLD470-MAPWORK-RCRD,,
85211,5,1551,0,-1,     RECORD               SBDLD480-WORK-RCRD                       VER     1 D,SBDLD480-WORK-RCRD,,
85230,5,1552,0,-1,     RECORD               SBDLD501-MAPWORK                         VER     1 D  PREFIX W042-,SBDLD501-MAPWORK,PREFIX,W042-
85262,5,1553,0,-1,     RECORD               SBDLD502-MAPWORK                         VER     1 D  PREFIX W044-,SBDLD502-MAPWORK,PREFIX,W044-
85296,5,1554,0,-1,     RECORD               SBDLD502-WORK-RCRD                       VER     1 D  PREFIX W045-,SBDLD502-WORK-RCRD,PREFIX,W045-
85343,5,1555,0,-1,     RECORD               SBDLD503-MAPWORK                         VER     1 D  PREFIX W061-,SBDLD503-MAPWORK,PREFIX,W061-
85390,5,1556,0,-1,     RECORD               SBDLD504-MAPWORK                         VER     1 D  PREFIX W062-,SBDLD504-MAPWORK,PREFIX,W062-
85448,5,1557,0,-1,     RECORD               SBDLD504-MAPWORK                         VER     4 D  PREFIX W062-,SBDLD504-MAPWORK,PREFIX,W062-
85503,5,1558,0,-1,     RECORD               SBDLD504-SORT-RCRD                       VER     1 D  PREFIX W111-,SBDLD504-SORT-RCRD,PREFIX,W111-
85526,5,1559,0,-1,     RECORD               SBDLD504-WORK-AREA                       VER     1 D  PREFIX W110-,SBDLD504-WORK-AREA,PREFIX,W110-
85552,5,1560,0,-1,     RECORD               SBDLD504-WORK2-AREA                      VER     1 D  PREFIX W112-,SBDLD504-WORK2-AREA,PREFIX,W112-
85582,5,1561,0,-1,     RECORD               SBDLD504-WORK2-AREA                      VER     4 D  PREFIX W112-,SBDLD504-WORK2-AREA,PREFIX,W112-
85605,5,1562,0,-1,     RECORD               SBDLD505-MAPWORK                         VER     1 D  PREFIX W063-,SBDLD505-MAPWORK,PREFIX,W063-
85637,5,1563,0,-1,     RECORD               SBDLD506-MAPWORK                         VER     1 D  PREFIX W087-,SBDLD506-MAPWORK,PREFIX,W087-
85672,5,1564,0,-1,     RECORD               SBDLD508-MAPWORK                         VER     1 D  PREFIX W115-,SBDLD508-MAPWORK,PREFIX,W115-
85726,5,1565,0,-1,     RECORD               SBDLD508-WORKAREA                        VER     1 D  PREFIX W123-,SBDLD508-WORKAREA,PREFIX,W123-
85754,5,1566,0,-1,     RECORD               SBDLD508-WORKAREA                        VER     4 D  PREFIX W123-,SBDLD508-WORKAREA,PREFIX,W123-
85776,5,1567,0,-1,     RECORD               SBDLD510-MAPWORK                         VER     1 D  PREFIX W111-,SBDLD510-MAPWORK,PREFIX,W111-
85809,5,1568,0,-1,     RECORD               SBDLD511-MAPWORK-RCRD                    VER     1 D  PREFIX W511-,SBDLD511-MAPWORK-RCRD,PREFIX,W511-
85851,5,1569,0,-1,     RECORD               SBDLD512-MAPWORK                         VER     1 D  PREFIX W113-,SBDLD512-MAPWORK,PREFIX,W113-
85894,5,1570,0,-1,     RECORD               SBDLD512-WORKAREA                        VER     1 D  PREFIX W118-,SBDLD512-WORKAREA,PREFIX,W118-
85911,5,1571,0,-1,     RECORD               SBDLD512-WORKAREA                        VER    13 D  PREFIX W118-,SBDLD512-WORKAREA,PREFIX,W118-
85931,5,1572,0,-1,     RECORD               SBDLD513-MAPWORK                         VER     1 D  PREFIX W114-,SBDLD513-MAPWORK,PREFIX,W114-
85967,5,1573,0,-1,     RECORD               SBDLD513-WORKAREA                        VER     1 D  PREFIX W120-,SBDLD513-WORKAREA,PREFIX,W120-
85990,5,1574,0,-1,     RECORD               SBDLD514-WORK-RCRD                       VER     1 D  PREFIX W514-,SBDLD514-WORK-RCRD,PREFIX,W514-
86028,5,1575,0,-1,     RECORD               SBDLD515-MAPWORK                         VER     1 D  PREFIX W515-,SBDLD515-MAPWORK,PREFIX,W515-
86066,5,1576,0,-1,     RECORD               SBDLD521-MAPWORK                         VER     1 D  PREFIX W521-,SBDLD521-MAPWORK,PREFIX,W521-
86081,5,1577,0,-1,     RECORD               SBDLD525-MAPWORK                         VER     1 D  PREFIX W525-,SBDLD525-MAPWORK,PREFIX,W525-
86114,5,1578,0,-1,     RECORD               SBDLD526-MAP-WORK                        VER     1 D  PREFIX W526-,SBDLD526-MAP-WORK,PREFIX,W526-
86153,5,1579,0,-1,     RECORD               SBDLD526-WORK-RCRD                       VER     1 D  PREFIX W526-,SBDLD526-WORK-RCRD,PREFIX,W526-
86176,5,1580,0,-1,     RECORD               SBDLD527-MAPWORK-RCRD                    VER     1 D  PREFIX W527-,SBDLD527-MAPWORK-RCRD,PREFIX,W527-
86217,5,1581,0,-1,     RECORD               SBDLD575-WORK-RCRD                       VER     1 D  PREFIX W575-,SBDLD575-WORK-RCRD,PREFIX,W575-
86246,5,1582,0,-1,     RECORD               SBDLD601-MAP-RCRD                        VER     1 D,SBDLD601-MAP-RCRD,,
86296,5,1583,0,-1,     RECORD               SBDLD601-WORK-RCRD                       VER     1 D  PREFIX W100-,SBDLD601-WORK-RCRD,PREFIX,W100-
86353,5,1584,0,-1,     RECORD               SBDLD601-WORK-RCRD                       VER     2 D  PREFIX W100-,SBDLD601-WORK-RCRD,PREFIX,W100-
86406,5,1585,0,-1,     RECORD               SBDLD601-WORK-RCRD                       VER     4 D  PREFIX W100-,SBDLD601-WORK-RCRD,PREFIX,W100-
86456,5,1586,0,-1,     RECORD               SBMIS535-MAPWORK-RCRD                    VER     1 D  PREFIX W535-,SBMIS535-MAPWORK-RCRD,PREFIX,W535-
86498,5,1587,0,-1,     RECORD               SBMIS536-MAPWORK-RCRD                    VER     1 D  PREFIX W536-,SBMIS536-MAPWORK-RCRD,PREFIX,W536-
86531,5,1588,0,-1,     RECORD               SBM1AP05-MAP-RCRD                        VER     1 D,SBM1AP05-MAP-RCRD,,
86539,5,1589,0,-1,     RECORD               SBM1AP06-MAP-RCRD                        VER     1 D,SBM1AP06-MAP-RCRD,,
86548,5,1590,0,-1,     RECORD               SBM1A005                                 VER     1 D,SBM1A005,,
86607,5,1591,0,-1,     RECORD               SBM1A005                                 VER     4 D  PREFIX W005-,SBM1A005,PREFIX,W005-
86666,5,1592,0,-1,     RECORD               SBM1A005-MAP-RCRD                        VER     1 D  PREFIX W005-,SBM1A005-MAP-RCRD,PREFIX,W005-
86831,5,1593,0,-1,     RECORD               SBM1A005-MAP-RCRD                        VER     4 D  PREFIX W005-,SBM1A005-MAP-RCRD,PREFIX,W005-
86977,5,1594,0,-1,     RECORD               SBM1A005-MAP-RCRD-2                      VER     1 D  PREFIX W105-,SBM1A005-MAP-RCRD-2,PREFIX,W105-
86993,5,1595,0,-1,     RECORD               SBM1A005-MAP-RCRD-2                      VER     5 D  PREFIX W105-,SBM1A005-MAP-RCRD-2,PREFIX,W105-
87005,5,1596,0,-1,     RECORD               SBM1A005-MAP-RCRD-2                      VER     6 D  PREFIX W105-,SBM1A005-MAP-RCRD-2,PREFIX,W105-
87016,5,1597,0,-1,     RECORD               SBM1A006-MAP-RCRD                        VER     1 D  PREFIX W006-,SBM1A006-MAP-RCRD,PREFIX,W006-
87045,5,1598,0,-1,     RECORD               SBM1A010-MAP-RCRD                        VER     1 D  PREFIX W010-,SBM1A010-MAP-RCRD,PREFIX,W010-
87103,5,1599,0,-1,     RECORD               SBM1A540-MAPWORK-RCRD                    VER     1 D  PREFIX W540-,SBM1A540-MAPWORK-RCRD,PREFIX,W540-
87185,5,1600,0,-1,     RECORD               SBM1A560-MAPWORK-RCRD                    VER     1 D  PREFIX W560-,SBM1A560-MAPWORK-RCRD,PREFIX,W560-
87219,5,1601,0,-1,     RECORD               SBM5A005-MAP-RCRD-2                      VER     1 D  PREFIX W105-,SBM5A005-MAP-RCRD-2,PREFIX,W105-
87233,5,1602,0,-1,     RECORD               SBM5A005-MAP-RCRD-2                      VER     5 D  PREFIX W105-,SBM5A005-MAP-RCRD-2,PREFIX,W105-
87246,5,1603,0,-1,     RECORD               SBM5A005-WORK-RCRD                       VER     1 D  PREFIX W106-,SBM5A005-WORK-RCRD,PREFIX,W106-
87258,5,1604,0,-1,     RECORD               SBM5A005-WORK-RCRD                       VER     5 D  PREFIX W106-,SBM5A005-WORK-RCRD,PREFIX,W106-
87271,5,1605,0,-1,     RECORD               SBM5S343-MAP-RCRD                        VER     1 D  PREFIX W343-,SBM5S343-MAP-RCRD,PREFIX,W343-
87284,5,1606,0,-1,     RECORD               SBSZD-INT-RATE-MAP-RCRD                  VER     1 D,SBSZD-INT-RATE-MAP-RCRD,,
87308,5,1607,0,-1,     RECORD               SCDLDFW1-MAP-RCRD                        VER     1 D,SCDLDFW1-MAP-RCRD,,
87326,5,1608,0,-1,     RECORD               SCDLD021-MAPWORK                         VER     1 D  PREFIX W078-,SCDLD021-MAPWORK,PREFIX,W078-
87364,5,1609,0,-1,     RECORD               SCDLD041                                 VER     6 D,SCDLD041,,
87369,5,1610,0,-1,     RECORD               SCDLD041-MAPWORK                         VER     1 D  PREFIX W083-,SCDLD041-MAPWORK,PREFIX,W083-
87426,5,1611,0,-1,     RECORD               SCDLD041-MAPWORK                         VER     6 D,SCDLD041-MAPWORK,,
87461,5,1612,0,-1,     RECORD               SCDLD042                                 VER     1 D,SCDLD042,,
87465,5,1613,0,-1,     RECORD               SCDLD042-WORK-RCRD                       VER     1 D  PREFIX W042-,SCDLD042-WORK-RCRD,PREFIX,W042-
87545,5,1614,0,-1,     RECORD               SCDLD082-WORK-RCRD                       VER     1 D  PREFIX W082-,SCDLD082-WORK-RCRD,PREFIX,W082-
87626,5,1615,0,-1,     RECORD               SCDLD121-MAPWORK                         VER     1 D  PREFIX W127-,SCDLD121-MAPWORK,PREFIX,W127-
87677,5,1616,0,-1,     RECORD               SCDLD141-MAPWORK                         VER     1 D  PREFIX W146-,SCDLD141-MAPWORK,PREFIX,W146-
87720,5,1617,0,-1,     RECORD               SCDLD161-MAPWORK                         VER     1 D  PREFIX W167-,SCDLD161-MAPWORK,PREFIX,W167-
87735,5,1618,0,-1,     RECORD               SCDLD208-WORK-RCRD                       VER     1 D,SCDLD208-WORK-RCRD,,
87740,5,1619,0,-1,     RECORD               SCDLD221-241-MAPWORK                     VER     1 D  PREFIX W079-,SCDLD221-241-MAPWORK,PREFIX,W079-
87766,5,1620,0,-1,     RECORD               SCDLD261-MAPWORK                         VER     1 D  PREFIX W136-,SCDLD261-MAPWORK,PREFIX,W136-
87793,5,1621,0,-1,     RECORD               SCDLD341-MAPWORK                         VER     1 D  PREFIX W143-,SCDLD341-MAPWORK,PREFIX,W143-
87806,5,1622,0,-1,     RECORD               SCDLD360-MAPWORK                         VER     1 D  PREFIX W157-,SCDLD360-MAPWORK,PREFIX,W157-
87831,5,1623,0,-1,     RECORD               SCDLD601-WORK-RCRD                       VER     1 D  PREFIX W101-,SCDLD601-WORK-RCRD,PREFIX,W101-
87881,5,1624,0,-1,     RECORD               SCDUMMY                                  VER     1 S,SCDUMMY,,
87890,5,1625,0,-1,     RECORD               SCHEMA-CTL-R                             VER     1 D,SCHEMA-CTL-R,,
87896,5,1625,1,-1,     RECORD SYNONYM       SCHEMA-CTL                               VER     1 D  PREFIX N083-,SCHEMA-CTL,PREFIX,N083-
87908,5,1626,0,-1,     RECORD               SCHEMA-TABLE-R                           VER     1 D,SCHEMA-TABLE-R,,
87914,5,1626,1,-1,     RECORD SYNONYM       SCHEMA-TABLE                             VER     1 D  PREFIX W088-,SCHEMA-TABLE,PREFIX,W088-
87930,5,1627,0,-1,     RECORD               SCNDY-SRVCG-ST-CDES                      VER     1 D  PREFIX W201-,SCNDY-SRVCG-ST-CDES,PREFIX,W201-
87953,5,1628,0,-1,     RECORD               SCPMD082                                 VER     8 D,SCPMD082,,
87956,5,1629,0,-1,     RECORD               SCPRD082                                 VER     8 D,SCPRD082,,
87966,5,1630,0,-1,     RECORD               SCRATCH-QUEUE-NME-RCRD                   VER     1 D,SCRATCH-QUEUE-NME-RCRD,,
87992,5,1631,0,-1,     RECORD               SCREEN-HELP-R                            VER     1 D  PREFIX W123-,SCREEN-HELP-R,PREFIX,W123-
88009,5,1632,0,-1,     RECORD               SCRLDTL                                  VER     1 D  PREFIX D066-,SCRLDTL,PREFIX,D066-
88017,5,1633,0,-1,     RECORD               SCRLDTL                                  VER     2 D  PREFIX D066-,SCRLDTL,PREFIX,D066-
88027,5,1634,0,-1,     RECORD               SCRLHDR                                  VER     1 D  PREFIX D065-,SCRLHDR,PREFIX,D065-
88040,5,1635,0,-1,     RECORD               SCRLHDR                                  VER     2 D  PREFIX D065-,SCRLHDR,PREFIX,D065-
88053,5,1636,0,-1,     RECORD               SCRTY-WORK-RCRD                          VER     1 D,SCRTY-WORK-RCRD,,
88073,5,1637,0,-1,     RECORD               SD-SF-CNTRL-MAP                          VER     1 D  PREFIX W014-,SD-SF-CNTRL-MAP,PREFIX,W014-
88717,5,1638,0,-1,     RECORD               SDC-ADRS-RCRD                            VER     1 D  SUFFIX -RM2,SDC-ADRS-RCRD,SUFFIX,-RM2
88752,5,1639,0,-1,     RECORD               SDC-DATA-RCRD                            VER     1 D  SUFFIX -RM2,SDC-DATA-RCRD,SUFFIX,-RM2
88782,5,1640,0,-1,     RECORD               SDDLDFW-MAP-RCRD                         VER     1 D,SDDLDFW-MAP-RCRD,,
88792,5,1641,0,-1,     RECORD               SDDLD105-MAPWORK                         VER     1 D  PREFIX W077-,SDDLD105-MAPWORK,PREFIX,W077-
88876,5,1642,0,-1,     RECORD               SDDLD121-MAPWORK                         VER     1 D  PREFIX W089-,SDDLD121-MAPWORK,PREFIX,W089-
88921,5,1643,0,-1,     RECORD               SDDLD131-MAP-RCRD                        VER     4 D  PREFIX M131-,SDDLD131-MAP-RCRD,PREFIX,M131-
89026,5,1644,0,-1,     RECORD               SDDLD131-MAP-RCRD1                       VER     1 D  PREFIX M131-,SDDLD131-MAP-RCRD1,PREFIX,M131-
89042,5,1645,0,-1,     RECORD               SDDLD131-WORK-RCRD                       VER     4 D  PREFIX W131-,SDDLD131-WORK-RCRD,PREFIX,W131-
89063,5,1646,0,-1,     RECORD               SDDLD131-WORK-RCRD-B                     VER     4 D  PREFIX W131B-,SDDLD131-WORK-RCRD-B,PREFIX,W131B-
89088,5,1647,0,-1,     RECORD               SDDLD131-WORK-RECORD                     VER     1 D  PREFIX W131-,SDDLD131-WORK-RECORD,PREFIX,W131-
89134,5,1648,0,-1,     RECORD               SDDLD131-WORK-RECORD                     VER     4 D,SDDLD131-WORK-RECORD,,
89173,5,1649,0,-1,     RECORD               SDDLD131-WORK-RECORD-2                   VER     1 D  PREFIX W131-,SDDLD131-WORK-RECORD-2,PREFIX,W131-
89188,5,1650,0,-1,     RECORD               SDDLD132-MAP-RCRD                        VER     1 D  PREFIX M132-,SDDLD132-MAP-RCRD,PREFIX,M132-
89208,5,1651,0,-1,     RECORD               SDDLD132-MAP-RCRD                        VER     4 D  PREFIX M132-,SDDLD132-MAP-RCRD,PREFIX,M132-
89224,5,1652,0,-1,     RECORD               SDDLD133-MAPREC01                        VER     1 D  PREFIX M133-,SDDLD133-MAPREC01,PREFIX,M133-
89296,5,1653,0,-1,     RECORD               SDDLD133-MAPREC01                        VER     4 D  PREFIX M133-,SDDLD133-MAPREC01,PREFIX,M133-
89364,5,1654,0,-1,     RECORD               SDDLD133-WORKREC1                        VER     1 D  PREFIX W133-,SDDLD133-WORKREC1,PREFIX,W133-
89371,5,1655,0,-1,     RECORD               SDDLD133-WORKREC1                        VER     4 D  PREFIX W133-,SDDLD133-WORKREC1,PREFIX,W133-
89378,5,1656,0,-1,     RECORD               SDDLD133-WORKREC1                        VER     9 D  PREFIX W133-,SDDLD133-WORKREC1,PREFIX,W133-
89386,5,1657,0,-1,     RECORD               SDDLD141-MAPWORK                         VER     4 D  PREFIX W141-,SDDLD141-MAPWORK,PREFIX,W141-
89459,5,1658,0,-1,     RECORD               SDDLD161-MAPWORK                         VER     1 D  PREFIX W133-,SDDLD161-MAPWORK,PREFIX,W133-
89522,5,1659,0,-1,     RECORD               SDDLD171-MAPWORK                         VER     1 D  PREFIX W264-,SDDLD171-MAPWORK,PREFIX,W264-
89615,5,1660,0,-1,     RECORD               SDDLD181-MAPWORK                         VER     1 D  PREFIX W135-,SDDLD181-MAPWORK,PREFIX,W135-
89728,5,1661,0,-1,     RECORD               SDDLD181-REAM-DTE-RCRD                   VER     1 D  PREFIX W182-,SDDLD181-REAM-DTE-RCRD,PREFIX,W182-
89757,5,1662,0,-1,     RECORD               SDDLD181-WORK-RCRD                       VER     1 D  PREFIX W181-,SDDLD181-WORK-RCRD,PREFIX,W181-
89768,5,1663,0,-1,     RECORD               SDDLD195-MAPWORK-RCRD                    VER     1 D  PREFIX W245-,SDDLD195-MAPWORK-RCRD,PREFIX,W245-
89794,5,1664,0,-1,     RECORD               SDDLD195-MAPWORK-RCRD                    VER     2 D  PREFIX W245-,SDDLD195-MAPWORK-RCRD,PREFIX,W245-
89814,5,1665,0,-1,     RECORD               SDDLD195-MAPWORK-RCRD                    VER     4 D  PREFIX W245-,SDDLD195-MAPWORK-RCRD,PREFIX,W245-
89835,5,1666,0,-1,     RECORD               SDDLD195-WORKAREA-RCRD                   VER     1 D  PREFIX W246-,SDDLD195-WORKAREA-RCRD,PREFIX,W246-
89853,5,1667,0,-1,     RECORD               SDDLD195-WORKAREA-RCRD                   VER     4 D  PREFIX W246-,SDDLD195-WORKAREA-RCRD,PREFIX,W246-
89866,5,1668,0,-1,     RECORD               SDDLD201-MAPWORK                         VER     1 D  PREFIX W073-,SDDLD201-MAPWORK,PREFIX,W073-
89924,5,1669,0,-1,     RECORD               SDDLD201-WORK-RCRD                       VER     1 D,SDDLD201-WORK-RCRD,,
89933,5,1670,0,-1,     RECORD               SDDLD201-WORK-RCRD                       VER     4 D,SDDLD201-WORK-RCRD,,
89939,5,1671,0,-1,     RECORD               SDDLD205-MAPWORK                         VER     1 D  PREFIX W145-,SDDLD205-MAPWORK,PREFIX,W145-
89964,5,1672,0,-1,     RECORD               SDDLD205-WORK-RCRD                       VER     1 D  PREFIX W205-,SDDLD205-WORK-RCRD,PREFIX,W205-
89977,5,1673,0,-1,     RECORD               SDDLD207-MAPWORK                         VER     1 D  PREFIX W203-,SDDLD207-MAPWORK,PREFIX,W203-
89998,5,1674,0,-1,     RECORD               SDDLD207-M2A-WORK-RCRD                   VER     1 D  PREFIX W207-,SDDLD207-M2A-WORK-RCRD,PREFIX,W207-
90047,5,1675,0,-1,     RECORD               SDDLD207-WORK-RCRD                       VER     1 D  PREFIX W207-,SDDLD207-WORK-RCRD,PREFIX,W207-
90132,5,1676,0,-1,     RECORD               SDDLD208-WORK-RCRD                       VER     1 D  PREFIX W208-,SDDLD208-WORK-RCRD,PREFIX,W208-
90214,5,1677,0,-1,     RECORD               SDDLD208-WORK-RCRD2                      VER     1 D  PREFIX W208-,SDDLD208-WORK-RCRD2,PREFIX,W208-
90246,5,1678,0,-1,     RECORD               SDDLD213-MAPWORK                         VER     1 D  PREFIX W213-,SDDLD213-MAPWORK,PREFIX,W213-
90282,5,1679,0,-1,     RECORD               SDDLD213-WORK-RCRD                       VER     1 D  PREFIX WK01-,SDDLD213-WORK-RCRD,PREFIX,WK01-
90363,5,1680,0,-1,     RECORD               SDDLD213-WORK-RCRD2                      VER     1 D  PREFIX WK02-,SDDLD213-WORK-RCRD2,PREFIX,WK02-
90395,5,1681,0,-1,     RECORD               SDDLD214-MAPWORK                         VER     1 D  PREFIX W214-,SDDLD214-MAPWORK,PREFIX,W214-
90449,5,1682,0,-1,     RECORD               SDDLD214-SUB                             VER     1 D,SDDLD214-SUB,,
90454,5,1683,0,-1,     RECORD               SDDLD214-SUBSCRIPT-RCRD                  VER     1 D,SDDLD214-SUBSCRIPT-RCRD,,
90471,5,1684,0,-1,     RECORD               SDDLD214-WORK-RCRD                       VER     1 D  SUFFIX -SDDLD214,SDDLD214-WORK-RCRD,SUFFIX,-SDDLD214
90510,5,1685,0,-1,     RECORD               SDDLD216-MAPWORK                         VER     1 D  PREFIX W216-,SDDLD216-MAPWORK,PREFIX,W216-
90549,5,1686,0,-1,     RECORD               SDDLD220-MAPWORK                         VER     1 D  PREFIX W144-,SDDLD220-MAPWORK,PREFIX,W144-
90556,5,1687,0,-1,     RECORD               SDDLD220-MAPWORK-2                       VER     1 D  PREFIX W220-,SDDLD220-MAPWORK-2,PREFIX,W220-
90565,5,1688,0,-1,     RECORD               SDDLD231-MAPWORK                         VER     1 D  PREFIX W188-,SDDLD231-MAPWORK,PREFIX,W188-
90573,5,1689,0,-1,     RECORD               SDDLD261-MAPWORK                         VER     1 D  PREFIX W125-,SDDLD261-MAPWORK,PREFIX,W125-
90597,5,1690,0,-1,     RECORD               SDDLD271-WORKAREA                        VER     1 D  PREFIX W155-,SDDLD271-WORKAREA,PREFIX,W155-
90642,5,1691,0,-1,     RECORD               SDDLD271-WORKAREA                        VER     4 D  PREFIX W155-,SDDLD271-WORKAREA,PREFIX,W155-
90686,5,1692,0,-1,     RECORD               SDDLD281-MAPWORK                         VER     1 D  PREFIX W033-,SDDLD281-MAPWORK,PREFIX,W033-
90701,5,1692,1,-1,     RECORD SYNONYM       W033-DTE-OF-CR-MFH                       VER     1 D  SUFFIX -W033,W033-DTE-OF-CR-MFH,SUFFIX,-W033
90715,5,1693,0,-1,     RECORD               SDDLD330-MAP-RCRD                        VER     1 D  PREFIX W330-,SDDLD330-MAP-RCRD,PREFIX,W330-
90765,5,1694,0,-1,     RECORD               SDDLD330-WORK-RCRD                       VER     1 D  PREFIX WK-330-,SDDLD330-WORK-RCRD,PREFIX,WK-330-
90805,5,1695,0,-1,     RECORD               SDDLD331-MAP-RCRD                        VER     1 D  PREFIX W331-,SDDLD331-MAP-RCRD,PREFIX,W331-
90841,5,1696,0,-1,     RECORD               SDDLD331-MAP-RCRD                        VER     2 D  PREFIX W331-,SDDLD331-MAP-RCRD,PREFIX,W331-
90869,5,1697,0,-1,     RECORD               SDDLD332-WORK1-RCRD                      VER     1 D  PREFIX W332-,SDDLD332-WORK1-RCRD,PREFIX,W332-
90900,5,1698,0,-1,     RECORD               SDDLD332-WORK2-RCRD                      VER     1 D  PREFIX X332-,SDDLD332-WORK2-RCRD,PREFIX,X332-
90920,5,1699,0,-1,     RECORD               SDDLD333-MAP-RCRD                        VER     1 D  PREFIX W333-,SDDLD333-MAP-RCRD,PREFIX,W333-
90976,5,1700,0,-1,     RECORD               SDDLD333-WORK-RCRD                       VER     1 D  PREFIX WK-333-,SDDLD333-WORK-RCRD,PREFIX,WK-333-
91010,5,1701,0,-1,     RECORD               SDDLD351-MAPWORK                         VER     1 D  PREFIX W265-,SDDLD351-MAPWORK,PREFIX,W265-
91031,5,1702,0,-1,     RECORD               SDDLD355-CSTPROJ-WK                      VER     1 D  PREFIX W055-,SDDLD355-CSTPROJ-WK,PREFIX,W055-
91185,5,1703,0,-1,     RECORD               SDDLD355-MAPWORK                         VER     1 D  PREFIX W261-,SDDLD355-MAPWORK,PREFIX,W261-
91197,5,1704,0,-1,     RECORD               SDDLD355-PREAPLN-WK                      VER     1 D  PREFIX W355-,SDDLD355-PREAPLN-WK,PREFIX,W355-
91241,5,1705,0,-1,     RECORD               SDDLD391-MAPWORK                         VER     1 D  PREFIX W159-,SDDLD391-MAPWORK,PREFIX,W159-
91272,5,1706,0,-1,     RECORD               SDDLD401-MAPWORK                         VER     1 D  PREFIX W401-,SDDLD401-MAPWORK,PREFIX,W401-
91298,5,1707,0,-1,     RECORD               SDDLD401-MAPWORK                         VER     4 D  PREFIX W401-,SDDLD401-MAPWORK,PREFIX,W401-
91321,5,1708,0,-1,     RECORD               SDDLD401-MAPWORK                         VER     6 D  PREFIX W401-,SDDLD401-MAPWORK,PREFIX,W401-
91341,5,1709,0,-1,     RECORD               SDDLD470-MAPWORK-RCRD                    VER     1 D  PREFIX W470-,SDDLD470-MAPWORK-RCRD,PREFIX,W470-
91376,5,1710,0,-1,     RECORD               SDDLD480-MAPWORK                         VER     1 D  PREFIX W480-,SDDLD480-MAPWORK,PREFIX,W480-
91404,5,1711,0,-1,     RECORD               SDDLD510-MAPWORK                         VER     1 D  PREFIX W156-,SDDLD510-MAPWORK,PREFIX,W156-
91426,5,1712,0,-1,     RECORD               SDDLD520-MAPWORK                         VER     1 D  PREFIX W152-,SDDLD520-MAPWORK,PREFIX,W152-
91478,5,1713,0,-1,     RECORD               SDDLD530-MAPWORK                         VER     1 D  PREFIX W158-,SDDLD530-MAPWORK,PREFIX,W158-
91564,5,1714,0,-1,     RECORD               SDDLD530-MAPWORK                         VER     4 D  PREFIX W158-,SDDLD530-MAPWORK,PREFIX,W158-
91644,5,1715,0,-1,     RECORD               SDDLD530-MAPWORK-A                       VER     1 D  PREFIX W158A-,SDDLD530-MAPWORK-A,PREFIX,W158A-
91653,5,1716,0,-1,     RECORD               SDDLD530-MAPWORK-A                       VER     4 D  PREFIX W158A-,SDDLD530-MAPWORK-A,PREFIX,W158A-
